Intern_ID,Completion_Time,Feedback_Rating,Attendance,Performance_Score
INT8208,1.4,1.89,50.54,82.11
INT8209,2.91,1.2,57.74,71.43
INT8210,2.2,3.94,99.28,95.03
INT8211,2.52,1.13,65.99,69.42
INT8212,5.68,1.8,55.44,41.85
INT8213,1.0,1.0,2.79,60.11
INT8214,3.94,1.29,65.52,67.3
INT8215,3.56,2.75,51.88,70.3
INT8216,4.19,,75.57,56.23
INT8217,4.04,,60.69,68.88
INT8218,2.63,1.8,51.69,53.39
INT8219,3.02,1.2,35.28,55.75
INT8220,5.47,4.61,71.49,68.63
INT8221,6.32,,79.9,51.06
INT8222,1.87,1.69,53.1,77.97
INT8223,1.72,5.0,69.94,92.79
INT8224,6.66,5.0,20.91,68.76
INT8225,3.49,1.49,62.02,58.23
INT8226,4.55,3.75,57.53,63.62
INT8227,3.24,2.94,57.9,86.87
INT8228,1.92,2.1,,90.82
INT8229,4.53,5.0,57.94,74.69
INT8230,3.88,2.71,64.29,49.84
INT8231,2.6,1.0,29.05,55.03
INT8232,3.74,3.16,40.49,73.89
INT8233,5.87,4.76,73.05,65.86
INT8234,5.03,3.08,66.51,59.9
INT8235,2.07,2.22,89.3,64.13
INT8236,4.38,4.67,54.7,64.13
INT8237,4.75,3.0,98.74,55.97
INT8238,5.66,1.8,27.41,36.82
INT8239,5.21,1.0,88.65,54.44
INT8240,1.71,2.06,68.41,68.58
INT8241,5.76,3.17,93.26,68.88
INT8242,4.64,1.0,,46.0
INT8243,1.22,1.88,1.59,58.01
INT8244,3.49,1.0,66.77,48.42
INT8245,2.76,2.96,99.66,73.95
INT8246,5.47,4.44,99.28,78.88
INT8247,2.42,1.0,59.49,58.02
INT8248,4.28,2.24,43.86,73.79
INT8249,6.36,2.28,76.78,44.28
INT8250,6.01,1.0,57.72,41.84
INT8251,6.33,1.0,58.39,35.92
INT8252,7.0,1.0,99.46,47.35
INT8253,1.0,4.49,1.96,89.5
INT8254,4.5,4.45,2.38,54.63
INT8255,3.12,4.12,38.69,79.67
INT8256,5.76,3.0,32.44,42.15
INT8257,2.31,1.0,40.07,64.41
INT8258,7.0,1.0,66.78,40.7
INT8259,4.27,2.06,72.75,78.55
INT8260,5.47,1.22,58.32,50.71
INT8261,1.28,1.0,7.24,70.96
INT8262,2.22,3.01,53.52,66.61
INT8263,5.8,2.92,94.49,52.63
INT8264,1.38,5.0,9.73,90.33
INT8265,5.41,2.99,87.85,65.45
INT8266,1.23,3.15,1.53,89.4
INT8267,5.07,4.43,6.45,70.46
INT8268,3.21,2.06,64.56,73.15
INT8269,4.55,1.0,0.0,50.68
INT8270,5.48,,92.23,71.61
INT8271,2.89,3.22,64.31,59.46
INT8272,1.38,4.26,62.11,76.72
INT8273,1.23,2.52,59.92,83.94
INT8274,4.47,4.93,59.76,75.81
INT8275,3.83,5.0,11.27,72.22
INT8276,5.56,2.69,54.72,59.44
INT8277,4.44,2.4,81.01,57.63
INT8278,,2.18,75.67,66.62
INT8279,3.34,,55.7,48.72
INT8280,1.46,3.68,2.69,88.13
INT8281,3.26,3.81,44.06,86.08
INT8282,6.73,1.86,60.86,43.92
INT8283,6.34,2.95,39.42,33.42
INT8284,3.21,2.7,74.61,67.27
INT8285,,5.0,54.58,76.38
INT8286,5.95,4.01,97.88,67.48
INT8287,3.26,1.0,0.0,52.15
INT8288,,3.9,5.91,91.65
INT8289,1.04,5.0,91.14,100.0
INT8290,3.73,1.0,43.86,54.72
INT8291,6.8,4.0,79.84,67.25
INT8292,5.53,2.6,63.86,56.9
INT8293,1.29,1.49,86.67,76.36
INT8294,2.41,1.0,86.15,81.87
INT8295,5.81,5.0,37.85,71.99
INT8296,6.19,3.44,62.05,61.91
INT8297,5.06,1.0,62.69,43.05
INT8298,4.38,,69.14,80.11
INT8299,1.6,1.0,6.1,65.8
INT8300,,3.78,66.88,64.72
INT8301,6.17,,59.52,70.47
INT8302,2.84,1.8,53.29,65.85
INT8303,5.63,1.0,40.65,42.29
INT8304,1.99,3.48,61.68,86.41
INT8305,1.06,1.68,1.54,83.07
INT8306,2.03,3.42,94.54,88.3
INT8307,1.68,,70.5,79.08
INT8308,3.26,4.71,51.35,75.0
INT8309,,3.72,84.75,75.96
INT8310,3.6,1.15,56.22,63.15
INT8311,4.14,2.25,25.35,52.72
INT8312,3.02,5.0,79.75,86.52
INT8313,1.44,1.0,7.94,85.31
INT8314,4.96,1.0,68.94,46.59
INT8315,3.47,2.74,87.49,87.97
INT8316,3.18,3.99,42.9,80.01
INT8317,,1.8,83.84,40.59
INT8318,5.97,5.0,75.86,80.68
INT8319,5.75,,62.42,55.97
INT8320,4.28,1.8,42.92,55.8
INT8321,1.93,2.75,58.56,70.54
INT8322,5.26,3.57,71.09,79.15
INT8323,2.47,5.0,36.51,89.0
INT8324,3.99,3.56,53.22,54.17
INT8325,1.75,1.83,99.4,77.9
INT8326,5.63,3.03,52.04,49.07
INT8327,1.46,3.19,97.32,92.77
INT8328,5.94,1.0,33.7,34.77
INT8329,5.82,1.8,34.9,36.94
INT8330,3.55,4.52,56.7,74.42
INT8331,5.69,5.0,91.78,81.14
INT8332,4.7,4.6,94.02,73.59
INT8333,6.08,1.46,,58.0
INT8334,3.58,1.0,59.33,65.84
INT8335,5.77,2.35,56.36,50.9
INT8336,3.38,5.0,79.41,86.31
INT8337,6.93,3.87,75.32,69.58
INT8338,4.18,1.8,84.74,62.89
INT8339,3.59,2.34,65.26,58.49
INT8340,5.54,3.98,70.12,59.18
INT8341,5.65,4.25,51.07,50.87
INT8342,4.64,2.67,55.79,70.74
INT8343,2.33,5.0,71.16,89.08
INT8344,3.92,2.07,95.99,82.9
INT8345,6.55,2.82,82.09,53.7
INT8346,5.19,5.0,69.93,77.39
INT8347,5.42,2.0,63.18,65.76
INT8348,1.0,2.11,7.85,97.88
INT8349,3.5,3.83,50.81,79.49
INT8350,4.48,1.07,66.35,47.19
INT8351,6.04,2.87,97.18,50.7
INT8352,1.16,3.56,2.37,99.84
INT8353,6.05,4.89,48.8,68.46
INT8354,4.38,4.0,60.18,77.3
INT8355,2.34,2.85,91.67,64.76
INT8356,3.05,3.31,60.21,69.39
INT8357,2.45,1.8,62.41,60.51
INT8358,4.5,3.82,59.59,60.06
INT8359,1.73,3.22,57.91,57.74
INT8360,1.77,,7.5,66.35
INT8361,5.4,,6.03,36.08
INT8362,2.2,3.32,48.62,82.55
INT8363,2.82,1.44,97.72,75.88
INT8364,3.27,1.0,61.53,51.44
INT8365,3.6,3.89,50.3,50.21
INT8366,5.9,1.8,79.94,47.24
INT8367,,5.0,75.39,91.2
INT8368,6.15,1.28,73.88,49.22
INT8369,4.43,3.94,53.09,53.72
INT8370,2.04,5.0,72.72,88.59
INT8371,1.51,2.59,,77.3
INT8372,,2.84,0.65,73.98
INT8373,3.85,2.54,61.12,69.18
INT8374,5.19,5.0,40.25,79.52
INT8375,4.11,1.8,67.66,46.71
INT8376,3.69,5.0,65.44,88.55
INT8377,1.64,5.0,98.94,98.82
INT8378,1.96,2.36,96.64,81.45
INT8379,4.27,4.45,78.73,75.19
INT8380,3.68,5.0,69.05,82.7
INT8381,4.3,1.03,,58.95
INT8382,2.4,1.8,67.8,67.21
INT8383,5.02,3.85,72.26,78.51
INT8384,6.01,1.14,97.95,65.03
INT8385,2.41,2.31,80.43,69.09
INT8386,4.3,3.85,60.65,70.96
INT8387,7.0,2.1,84.47,52.1
INT8388,3.41,1.0,26.44,53.22
INT8389,5.03,2.94,66.97,71.05
INT8390,1.34,4.73,61.38,80.14
INT8391,4.67,3.26,6.18,42.16
INT8392,1.67,3.83,50.23,88.55
INT8393,6.42,1.7,94.04,43.55
INT8394,4.84,2.63,64.8,55.04
INT8395,6.1,1.0,54.32,32.88
INT8396,5.26,2.41,,54.7
INT8397,4.61,1.5,77.8,62.33
INT8398,3.75,2.21,99.65,74.56
INT8399,6.4,4.11,18.38,63.62
INT8400,6.39,1.8,4.94,31.56
INT8401,4.1,,32.56,73.82
INT8402,6.56,4.89,42.25,61.18
INT8403,4.9,4.74,64.72,76.94
INT8404,4.25,4.96,65.13,70.37
INT8405,4.17,2.02,31.38,53.74
INT8406,2.11,1.0,65.71,58.27
INT8407,1.49,3.53,2.89,100.0
INT8408,2.83,5.0,52.1,82.59
INT8409,4.14,2.18,27.44,54.67
INT8410,3.13,4.27,90.43,81.86
INT8411,3.57,2.76,91.7,73.06
INT8412,7.0,4.0,55.58,61.03
INT8413,3.18,5.0,65.26,96.88
INT8414,3.61,,84.67,92.76
INT8415,1.94,3.47,63.63,84.93
INT8416,1.52,5.0,9.38,98.0
INT8417,5.17,2.67,4.86,46.43
INT8418,4.01,3.32,57.5,69.93
INT8419,5.15,3.64,64.56,64.28
INT8420,1.63,4.65,79.0,100.0
INT8421,4.36,2.29,91.3,76.98
INT8422,2.82,2.94,68.18,55.36
INT8423,2.22,1.39,67.4,75.77
INT8424,1.0,4.55,8.26,85.41
INT8425,1.76,2.68,82.23,64.92
INT8426,3.36,3.38,87.58,70.75
INT8427,1.55,4.99,3.22,84.7
INT8428,7.0,4.1,79.32,53.78
INT8429,2.45,2.3,69.47,69.72
INT8430,1.45,1.8,85.82,65.65
INT8431,2.41,5.0,58.23,85.56
INT8432,4.53,3.8,28.69,72.16
INT8433,1.65,1.8,71.3,60.96
INT8434,6.53,4.86,,72.34
INT8435,6.52,2.96,78.67,66.27
INT8436,2.66,1.84,98.27,64.95
INT8437,3.81,2.28,27.99,60.68
INT8438,1.49,1.43,6.98,85.58
INT8439,4.77,1.81,70.95,63.1
INT8440,3.03,3.11,58.84,77.96
INT8441,2.69,2.5,90.6,77.88
INT8442,2.7,1.0,,64.98
INT8443,4.43,5.0,61.19,82.26
INT8444,3.24,1.77,82.08,57.74
INT8445,1.9,5.0,97.45,89.46
INT8446,5.4,1.37,69.18,50.72
INT8447,4.21,1.32,57.24,62.9
INT8448,5.89,2.57,68.57,65.05
INT8449,1.85,1.0,74.58,63.2
INT8450,5.26,,,57.43
INT8451,4.71,,37.4,47.33
INT8452,1.6,4.04,20.02,74.83
INT8453,5.03,3.45,48.79,70.89
INT8454,3.5,2.85,37.05,46.42
INT8455,6.28,4.28,72.88,71.43
INT8456,1.71,2.54,93.64,70.56
INT8457,5.16,1.7,54.3,46.71
INT8458,3.2,5.0,51.52,68.72
INT8459,6.83,1.88,80.32,56.24
INT8460,2.64,2.8,66.55,71.61
INT8461,6.34,1.0,70.9,36.49
INT8462,6.79,5.0,70.29,64.0
INT8463,2.45,5.0,54.33,74.04
INT8464,5.67,1.0,50.18,40.79
INT8465,7.0,3.3,94.92,49.95
INT8466,2.73,5.0,60.89,86.06
INT8467,3.88,,71.3,71.42
INT8468,,3.03,98.6,58.54
INT8469,2.38,1.49,91.34,78.07
INT8470,1.55,1.77,0.82,66.93
INT8471,2.73,1.07,52.57,80.03
INT8472,2.43,4.17,86.5,91.34
INT8473,,3.55,84.92,67.17
INT8474,1.94,1.0,88.04,80.51
INT8475,6.42,3.62,72.87,76.09
INT8476,4.9,4.1,58.8,62.9
INT8477,1.55,3.06,73.24,79.01
INT8478,4.53,3.65,82.39,53.89
INT8479,4.96,4.23,80.43,69.0
INT8480,6.48,3.1,19.57,51.08
INT8481,1.0,4.19,4.18,68.71
INT8482,2.66,5.0,98.26,98.93
INT8483,,2.53,57.59,67.32
INT8484,6.26,2.0,39.13,63.77
INT8485,5.71,1.15,88.38,69.81
INT8486,5.48,2.65,40.78,61.02
INT8487,1.89,1.54,37.02,60.45
INT8488,,1.22,73.36,62.4
INT8489,2.75,3.1,78.45,89.25
INT8490,2.25,2.61,0.08,79.02
INT8491,5.87,5.0,95.95,77.51
INT8492,1.62,1.0,64.23,58.82
INT8493,,2.83,83.07,73.21
INT8494,6.93,5.0,55.61,58.72
INT8495,1.99,2.87,69.61,79.28
INT8496,6.54,3.56,,74.64
INT8497,7.0,4.76,61.24,67.0
INT8498,4.82,3.06,79.49,53.97
INT8499,1.8,1.0,57.67,60.41
INT8500,3.32,1.0,55.14,54.77
INT8501,3.18,2.72,49.52,79.07
INT8502,3.31,1.0,83.75,66.2
INT8503,2.93,2.93,55.67,79.2
INT8504,6.68,1.0,95.89,55.6
INT8505,1.72,2.51,61.29,83.5
INT8506,5.54,3.08,56.0,66.67
INT8507,1.09,2.99,0.0,81.02
INT8508,5.0,4.76,58.48,66.18
INT8509,,2.15,54.53,28.29
INT8510,2.77,2.44,89.89,72.48
INT8511,2.54,3.98,74.78,80.24
INT8512,5.0,1.0,69.43,57.93
INT8513,5.63,2.6,97.53,82.32
INT8514,5.47,2.63,68.55,80.14
INT8515,3.34,5.0,0.0,81.6
INT8516,2.08,2.3,42.56,62.59
INT8517,6.82,1.87,61.95,56.69
INT8518,6.51,4.18,74.94,46.34
INT8519,3.73,1.8,,55.54
INT8520,6.04,2.17,75.8,47.77
INT8521,4.05,1.08,83.46,57.86
INT8522,3.37,1.33,88.86,67.98
INT8523,1.9,3.64,85.51,74.95
INT8524,3.26,4.62,60.28,81.49
INT8525,3.97,1.0,27.15,54.3
INT8526,1.3,5.0,1.87,96.89
INT8527,3.28,2.72,59.95,54.02
INT8528,5.38,3.36,20.71,44.52
INT8529,,2.88,76.35,61.81
INT8530,4.35,1.69,66.34,66.11
INT8531,6.09,1.0,87.81,44.04
INT8532,1.47,1.0,4.48,66.15
INT8533,4.69,2.62,98.94,66.96
INT8534,,2.12,87.93,52.79
INT8535,4.1,3.65,52.88,72.6
INT8536,3.38,2.84,75.44,77.66
INT8537,1.35,3.24,78.13,62.99
INT8538,6.41,3.58,44.9,75.12
INT8539,3.92,1.0,47.57,56.44
INT8540,6.56,2.92,74.17,66.85
INT8541,4.97,5.0,68.4,70.97
INT8542,,5.0,63.57,72.82
INT8543,,2.79,97.31,68.19
INT8544,5.12,1.46,25.9,62.87
INT8545,3.86,1.34,53.17,53.49
INT8546,4.47,3.51,58.36,72.55
INT8547,5.99,2.65,92.86,64.88
INT8548,3.6,1.75,79.33,71.94
INT8549,2.92,4.0,62.26,93.34
INT8550,1.45,1.8,53.39,66.17
INT8551,6.0,5.0,0.0,71.48
INT8552,,5.0,77.53,90.22
INT8553,5.02,2.03,,56.69
INT8554,3.87,1.0,57.41,60.29
INT8555,3.56,3.25,78.7,66.32
INT8556,,3.98,4.23,75.04
INT8557,,2.24,,65.21
INT8558,4.72,4.16,74.92,65.06
INT8559,5.58,1.73,80.11,66.87
INT8560,6.12,2.74,51.61,69.78
INT8561,1.85,3.12,51.64,80.1
INT8562,6.46,4.38,,63.14
INT8563,4.86,1.8,59.66,47.81
INT8564,6.35,3.29,6.12,55.42
INT8565,3.56,2.36,44.95,54.39
INT8566,4.15,5.0,99.09,89.47
INT8567,6.38,4.8,91.77,71.18
INT8568,6.64,3.03,33.57,59.74
INT8569,3.9,4.41,55.0,72.7
INT8570,3.06,3.83,55.86,70.3
INT8571,3.49,1.4,69.32,53.64
INT8572,3.14,1.0,65.04,63.11
INT8573,3.0,1.35,81.13,59.21
INT8574,2.61,1.9,74.22,79.52
INT8575,5.86,1.0,58.83,42.36
INT8576,1.67,4.61,90.16,90.08
INT8577,4.7,,63.66,62.88
INT8578,1.72,2.64,91.02,81.77
INT8579,3.33,2.34,80.58,59.44
INT8580,1.64,,68.64,72.1
INT8581,2.91,1.0,52.03,59.67
INT8582,5.4,2.8,30.59,63.11
INT8583,6.68,1.8,64.86,49.07
INT8584,2.55,,90.9,91.02
INT8585,4.11,3.84,78.74,79.09
INT8586,4.03,1.8,73.32,59.97
INT8587,6.32,2.88,51.18,64.21
INT8588,5.19,3.47,73.31,63.73
INT8589,4.29,2.99,82.22,76.08
INT8590,5.21,1.56,65.37,42.32
INT8591,5.89,1.8,91.92,46.17
INT8592,1.3,1.0,6.01,70.19
INT8593,3.47,3.26,46.35,59.0
INT8594,6.5,3.97,91.53,70.59
INT8595,5.31,1.95,74.37,64.82
INT8596,3.88,3.7,20.21,80.85
INT8597,3.9,1.0,53.89,45.52
INT8598,3.36,1.8,84.98,54.66
INT8599,3.89,2.8,93.26,85.22
INT8600,4.43,3.72,90.37,60.45
INT8601,4.01,,82.78,68.12
INT8602,4.99,4.79,57.07,54.54
INT8603,6.33,1.0,54.7,38.03
INT8604,2.36,4.37,39.94,85.68
INT8605,,1.3,92.75,64.64
INT8606,3.75,5.0,98.09,84.34
INT8607,5.6,2.34,62.07,73.89
INT8608,2.86,1.0,88.1,63.78
INT8609,4.9,5.0,78.69,81.36
INT8610,6.12,2.92,51.59,46.35
INT8611,3.49,4.49,77.15,84.23
INT8612,6.81,2.63,90.3,43.66
INT8613,7.0,4.22,63.81,54.14
INT8614,1.99,1.0,70.9,82.71
INT8615,2.5,4.9,61.81,86.7
INT8616,6.68,4.22,53.82,52.27
INT8617,6.56,1.0,23.09,46.06
INT8618,1.09,4.0,91.85,96.7
INT8619,1.35,1.51,3.27,79.76
INT8620,1.75,1.8,,70.69
INT8621,6.81,3.23,76.56,59.74
INT8622,2.42,3.3,74.03,76.96
INT8623,3.57,2.56,90.35,69.49
INT8624,6.52,3.75,71.17,53.66
INT8625,1.0,5.0,7.81,100.0
INT8626,5.07,3.73,15.23,70.42
INT8627,2.61,2.24,81.82,60.78
INT8628,5.77,2.65,85.13,46.52
INT8629,2.87,3.9,94.95,100.0
INT8630,5.52,3.71,61.22,66.34
INT8631,4.99,5.0,80.21,75.45
INT8632,2.52,1.0,71.66,71.49
INT8633,,5.0,8.4,86.95
INT8634,3.2,1.86,55.34,76.21
INT8635,3.06,1.98,27.65,63.28
INT8636,5.65,3.0,91.85,61.93
INT8637,5.73,5.0,61.7,67.09
INT8638,3.52,1.92,69.12,61.64
INT8639,4.59,4.11,91.42,80.87
INT8640,4.14,3.33,54.04,73.67
INT8641,5.76,5.0,81.24,70.94
INT8642,3.5,4.01,93.41,83.54
INT8643,,1.0,59.92,78.9
INT8644,2.73,3.33,68.64,68.31
INT8645,4.3,4.0,3.0,85.14
INT8646,3.48,1.96,71.37,70.15
INT8647,4.09,2.79,,66.26
INT8648,1.44,4.63,76.54,83.97
INT8649,5.03,,88.24,47.85
INT8650,2.33,5.0,2.69,78.18
INT8651,2.43,,79.5,69.95
INT8652,2.99,,77.51,65.87
INT8653,2.15,3.83,80.5,95.0
INT8654,4.82,5.0,46.82,83.63
INT8655,3.24,5.0,63.31,91.81
INT8656,3.6,1.49,89.28,80.42
INT8657,4.65,5.0,60.98,75.71
INT8658,1.81,5.0,91.29,91.12
INT8659,2.05,5.0,24.67,76.45
INT8660,6.12,,57.99,74.27
INT8661,3.17,3.37,94.14,66.99
INT8662,3.18,4.57,55.06,84.81
INT8663,1.34,2.41,0.0,85.81
INT8664,3.52,4.71,89.93,72.46
INT8665,4.42,,75.19,46.52
INT8666,4.81,2.96,65.44,66.31
INT8667,5.54,1.44,36.09,63.03
INT8668,1.91,2.99,98.43,100.0
INT8669,2.15,4.7,60.08,92.28
INT8670,5.83,5.0,78.98,74.55
INT8671,6.57,2.19,54.16,42.77
INT8672,2.29,5.0,60.89,95.79
INT8673,4.48,2.62,,70.38
INT8674,2.2,3.41,65.13,87.33
INT8675,1.01,1.67,99.29,73.97
INT8676,3.36,2.02,75.04,70.32
INT8677,2.15,4.66,75.83,99.73
INT8678,5.27,4.59,51.82,67.33
INT8679,4.07,2.73,97.83,83.44
INT8680,1.81,2.19,58.71,85.48
INT8681,1.46,3.31,8.39,74.24
INT8682,5.53,5.0,,70.56
INT8683,2.37,3.27,70.78,82.27
INT8684,4.16,1.8,82.17,49.27
INT8685,3.44,1.25,83.1,59.08
INT8686,4.51,2.23,27.72,41.11
INT8687,2.62,4.7,74.98,78.04
INT8688,1.02,1.0,89.52,70.74
INT8689,2.4,1.0,72.16,76.7
INT8690,1.87,2.23,58.29,63.75
INT8691,3.7,4.0,65.66,68.04
INT8692,4.73,1.83,60.62,67.28
INT8693,2.17,4.54,56.29,80.47
INT8694,1.08,2.86,0.0,77.3
INT8695,4.17,4.46,77.05,63.53
INT8696,4.58,1.59,53.64,58.03
INT8697,6.74,5.0,50.09,65.05
INT8698,4.63,3.12,99.65,66.96
INT8699,3.86,1.04,98.21,67.11
INT8700,4.07,2.97,91.46,78.77
INT8701,6.27,2.24,63.32,45.23
INT8702,,3.39,28.86,67.94
INT8703,3.13,1.31,91.68,67.55
INT8704,2.45,4.61,52.79,74.15
INT8705,2.51,2.78,60.28,52.11
INT8706,4.33,1.54,77.22,62.51
INT8707,5.29,1.0,58.92,49.82
INT8708,4.09,4.0,25.69,89.32
INT8709,1.0,4.0,88.86,100.0
INT8710,5.58,1.0,87.79,60.34
INT8711,6.04,4.1,70.08,74.06
INT8712,3.04,4.6,21.2,74.22
INT8713,5.36,3.87,64.25,89.01
INT8714,3.82,2.24,29.03,78.91
INT8715,6.67,1.0,83.34,40.95
INT8716,5.92,3.65,56.1,63.01
INT8717,3.99,4.74,85.28,71.36
INT8718,5.59,2.67,98.61,45.73
INT8719,6.71,1.01,52.18,38.63
INT8720,4.02,4.49,4.98,79.76
INT8721,2.75,2.7,5.92,86.65
INT8722,5.89,5.0,71.53,72.31
INT8723,2.14,5.0,33.93,88.25
INT8724,2.98,3.23,90.35,85.8
INT8725,6.33,1.0,73.69,38.89
INT8726,4.89,1.0,74.23,55.82
INT8727,3.3,1.0,85.85,50.33
INT8728,2.6,2.18,5.67,53.2
INT8729,2.94,3.48,67.66,59.83
INT8730,3.13,2.01,87.85,78.44
INT8731,2.52,3.39,89.0,91.85
INT8732,5.78,4.0,50.72,67.9
INT8733,3.0,3.26,57.19,78.95
INT8734,3.76,2.71,26.15,82.95
INT8735,3.39,3.8,67.58,68.17
INT8736,7.0,5.0,64.57,68.8
INT8737,3.34,2.62,83.43,68.61
INT8738,1.39,2.91,91.41,75.27
INT8739,1.65,3.67,59.6,92.16
INT8740,4.7,2.35,47.21,61.29
INT8741,4.85,1.01,68.39,66.83
INT8742,3.68,3.92,,61.16
INT8743,3.84,2.65,81.04,73.43
INT8744,1.49,3.98,94.68,100.0
INT8745,,2.7,8.82,40.55
INT8746,3.66,5.0,54.35,75.95
INT8747,2.19,1.82,81.36,60.42
INT8748,1.15,4.06,7.69,77.17
INT8749,2.23,2.47,58.15,60.8
INT8750,1.94,3.83,17.34,83.48
INT8751,4.83,2.0,77.95,47.92
INT8752,2.65,3.01,30.07,80.41
INT8753,2.62,1.0,99.87,77.39
INT8754,1.6,1.33,70.3,57.88
INT8755,6.81,3.09,60.61,63.37
INT8756,5.91,1.8,42.12,50.89
INT8757,2.25,3.49,62.21,62.57
INT8758,2.93,1.1,47.15,65.13
INT8759,2.53,4.15,74.13,78.85
INT8760,3.95,,72.68,74.87
INT8761,1.09,1.0,8.38,69.42
INT8762,4.83,2.77,60.83,44.03
INT8763,4.18,4.32,95.22,67.64
INT8764,6.14,2.13,89.57,50.16
INT8765,1.75,4.34,66.66,93.86
INT8766,6.08,5.0,59.03,66.91
INT8767,5.59,1.5,40.96,59.95
INT8768,1.31,3.95,66.63,72.95
INT8769,3.23,2.8,77.85,81.57
INT8770,2.16,5.0,52.32,88.43
INT8771,2.84,3.18,72.53,80.63
INT8772,3.04,3.94,54.93,80.07
INT8773,4.59,4.8,63.96,74.56
INT8774,3.4,1.29,55.46,64.26
INT8775,6.49,3.85,31.35,41.17
INT8776,1.39,3.78,91.88,92.75
INT8777,6.97,2.63,80.76,46.27
INT8778,2.39,3.92,61.37,82.65
INT8779,5.82,5.0,93.59,77.01
INT8780,2.77,5.0,90.04,89.07
INT8781,1.68,1.89,0.52,78.19
INT8782,5.94,1.57,58.03,53.89
INT8783,,2.2,5.63,57.22
INT8784,4.62,3.77,,73.15
INT8785,4.51,3.55,68.7,75.6
INT8786,3.38,5.0,4.18,69.55
INT8787,4.02,1.0,77.87,58.35
INT8788,4.95,5.0,94.47,88.75
INT8789,1.21,4.76,79.7,99.48
INT8790,4.62,2.53,95.98,62.58
INT8791,6.22,2.38,43.22,55.45
INT8792,1.19,3.11,84.76,93.05
INT8793,2.17,3.75,82.43,91.47
INT8794,5.03,3.87,83.52,82.22
INT8795,3.21,1.26,82.25,58.86
INT8796,3.52,2.32,61.08,71.44
INT8797,2.01,5.0,57.18,78.27
INT8798,3.83,5.0,98.93,92.92
INT8799,1.86,4.3,16.01,90.35
INT8800,4.14,5.0,73.39,87.8
INT8801,5.43,2.05,71.25,63.25
INT8802,2.58,4.12,68.0,88.68
INT8803,3.53,4.31,51.42,70.38
INT8804,6.47,2.49,59.77,57.39
INT8805,5.6,3.61,95.26,59.08
INT8806,5.85,4.07,69.77,68.59
INT8807,3.27,5.0,78.21,88.98
INT8808,6.08,1.83,3.61,59.46
INT8809,1.47,1.0,1.53,67.13
INT8810,1.83,3.26,98.46,98.17
INT8811,2.42,3.28,85.89,84.84
INT8812,3.62,5.0,57.16,84.05
INT8813,6.33,1.81,51.16,41.62
INT8814,2.65,2.08,91.26,59.84
INT8815,4.84,2.77,92.05,65.23
INT8816,5.06,1.0,87.32,51.87
INT8817,,1.85,32.32,53.68
INT8818,3.05,3.1,81.99,62.48
INT8819,4.58,1.0,65.81,49.2
INT8820,2.73,1.0,72.53,57.08
INT8821,1.31,2.82,69.12,98.58
INT8822,7.0,2.91,95.68,48.84
INT8823,1.84,3.58,61.71,75.64
INT8824,1.8,4.39,41.7,92.44
INT8825,6.56,1.71,68.05,62.11
INT8826,3.28,3.27,83.15,81.73
INT8827,5.0,2.82,45.91,72.51
INT8828,3.17,5.0,96.2,93.51
INT8829,3.71,5.0,23.56,76.55
INT8830,2.91,3.37,61.03,78.01
INT8831,,2.56,88.32,90.15
INT8832,3.46,2.94,41.0,69.15
INT8833,5.09,3.71,58.29,45.32
INT8834,4.45,5.0,75.17,82.14
INT8835,6.94,1.17,82.61,59.4
INT8836,1.59,3.62,0.83,94.01
INT8837,3.66,2.76,64.58,45.71
INT8838,4.32,4.19,90.47,63.72
INT8839,6.44,4.0,39.27,72.98
INT8840,1.63,1.0,0.0,65.97
INT8841,4.83,3.77,64.1,78.2
INT8842,5.9,4.0,81.96,76.33
INT8843,2.64,5.0,59.97,86.67
INT8844,,3.05,91.37,61.55
INT8845,1.02,2.59,4.72,87.59
INT8846,5.38,3.48,,71.32
INT8847,6.87,3.1,95.78,70.26
INT8848,5.33,2.52,69.59,61.86
INT8849,3.47,5.0,61.75,85.51
INT8850,1.3,2.74,9.08,87.73
INT8851,6.67,4.0,78.66,73.77
INT8852,3.65,1.8,28.5,45.92
INT8853,1.66,2.36,3.63,66.21
INT8854,5.52,3.61,69.91,61.88
INT8855,3.69,4.14,64.56,61.65
INT8856,,2.13,85.51,93.63
INT8857,2.02,2.44,82.57,66.41
INT8858,1.4,5.0,72.04,93.96
INT8859,4.63,3.86,69.89,52.55
INT8860,4.32,1.0,,54.97
INT8861,4.4,,37.91,51.08
INT8862,5.99,1.32,54.28,52.59
INT8863,6.66,2.03,9.58,35.79
INT8864,4.22,2.4,66.06,43.51
INT8865,1.41,3.78,2.87,96.97
INT8866,5.46,3.35,88.69,56.8
INT8867,3.14,1.0,69.79,62.5
INT8868,4.23,3.97,63.07,79.35
INT8869,5.27,2.97,91.37,55.18
INT8870,3.12,3.55,66.69,79.81
INT8871,6.4,1.89,93.81,45.56
INT8872,2.21,2.19,80.84,74.43
INT8873,4.62,2.8,4.57,74.7
INT8874,1.0,1.8,5.01,55.91
INT8875,6.7,,56.13,69.34
INT8876,1.79,4.0,80.01,93.19
INT8877,1.33,1.8,51.18,68.1
INT8878,3.06,2.96,84.66,90.61
INT8879,3.45,,,58.36
INT8880,2.37,1.0,76.19,64.11
INT8881,4.69,1.82,48.84,39.7
INT8882,3.42,2.43,85.87,72.46
INT8883,1.54,,4.56,95.19
INT8884,2.87,,,66.71
